184,151,134,3
153,120,103,3
163,127,111,3
190,154,138,3
202,166,150,3
182,146,130,3
176,140,124,3
194,158,142,3
215,178,162,3
185,148,132,3
188,151,135,3
183,146,130,3
189,152,136,3
200,163,147,3
188,149,134,3
174,135,120,3
173,136,120,3
173,136,120,3
191,154,138,3
202,165,149,3
201,164,148,3
202,165,149,3
184,145,130,3
186,147,132,3
217,178,161,3
209,170,153,3
200,158,142,3
192,150,134,3
189,147,131,3
192,150,134,3
205,163,147,3
184,142,126,3
152,113,96,3
189,150,133,3
184,142,126,3
183,141,125,3
191,149,133,3
174,132,116,3
141,98,82,3
145,102,86,3
168,124,111,3
139,95,82,3
149,105,92,3
160,116,103,3
172,130,116,3
184,142,128,3
184,142,128,3
178,139,124,3
169,136,119,3
157,126,108,3
158,129,111,3
154,125,107,3
153,126,107,3
158,131,112,3
150,123,104,3
156,129,110,3
155,128,109,3
160,133,114,3
157,128,112,3
155,126,110,3
154,122,109,3
149,117,104,3
150,116,104,3
145,111,99,3
141,109,94,3
148,116,101,3
140,108,93,3
129,97,82,3
135,103,88,3
152,120,105,3
176,144,129,3
197,165,150,3
208,176,163,3
192,160,147,3
176,146,135,3
179,149,138,3
186,158,147,3
180,152,141,3
170,143,134,3
171,144,135,3
187,158,150,3
182,153,145,3
184,155,147,3
183,154,146,3
184,156,145,3
186,158,147,3
181,153,141,3
183,155,143,3
186,156,145,3
188,158,147,3
189,159,148,3
188,158,147,3
189,157,146,3
187,155,144,3
179,147,136,3
170,138,125,3
160,128,115,3
167,135,120,3
170,138,125,3
179,147,134,3
188,158,147,3
193,163,152,3
196,166,156,3
195,165,155,3
192,163,155,3
177,148,140,3
175,146,140,3
183,154,148,3
180,152,148,3
177,149,145,3
184,156,152,3
193,165,161,3
204,177,170,3
204,177,170,3
197,170,163,3
187,160,153,3
186,159,152,3
188,161,154,3
192,165,158,3
199,172,165,3
206,181,174,3
204,179,172,3
203,178,171,3
204,179,172,3
204,181,173,3
205,182,174,3
206,186,177,3
208,188,179,3
209,189,182,3
209,189,182,3
208,188,181,3
207,187,180,3
209,189,182,3
209,189,182,3
209,189,182,3
178,145,128,3
148,115,98,3
186,150,134,3
205,169,153,3
192,156,140,3
175,139,123,3
163,127,111,3
170,134,118,3
187,150,134,3
199,162,146,3
184,147,131,3
180,143,127,3
184,147,131,3
173,136,120,3
170,131,116,3
181,142,127,3
192,155,139,3
191,154,138,3
210,173,157,3
200,163,147,3
212,175,159,3
220,183,167,3
188,149,134,3
167,128,113,3
180,141,124,3
226,187,170,3
200,158,142,3
156,114,98,3
145,103,87,3
181,139,123,3
189,147,131,3
183,141,125,3
158,116,100,3
162,123,106,3
168,126,110,3
176,134,118,3
167,125,109,3
158,116,100,3
168,125,109,3
171,128,112,3
175,131,118,3
169,125,112,3
163,119,106,3
160,116,103,3
168,126,112,3
172,130,116,3
171,129,115,3
167,128,113,3
157,121,105,3
151,120,102,3
149,118,100,3
150,121,103,3
150,121,103,3
148,121,102,3
151,124,105,3
153,126,107,3
152,125,106,3
156,129,110,3
152,123,107,3
150,121,105,3
150,118,105,3
145,113,100,3
144,110,98,3
140,106,94,3
140,108,93,3
134,102,87,3
137,105,90,3
143,111,96,3
153,121,106,3
178,146,131,3
197,165,150,3
196,164,149,3
193,161,148,3
191,159,146,3
185,155,144,3
180,150,139,3
176,148,137,3
176,148,137,3
179,152,143,3
186,159,150,3
192,163,155,3
192,163,155,3
190,161,153,3
186,157,149,3
185,157,146,3
187,159,148,3
187,159,147,3
191,163,151,3
190,160,149,3
191,161,150,3
193,163,152,3
192,162,151,3
187,155,144,3
179,147,136,3
175,143,132,3
172,140,129,3
178,146,133,3
189,160,146,3
195,163,150,3
195,165,154,3
197,167,156,3
195,167,155,3
192,162,152,3
185,157,146,3
182,153,145,3
183,156,147,3
189,160,154,3
197,170,163,3
203,175,171,3
202,174,170,3
198,170,166,3
194,169,164,3
196,169,162,3
203,178,171,3
211,184,177,3
207,182,175,3
204,177,170,3
200,175,168,3
204,177,170,3
207,182,175,3
205,180,173,3
207,182,175,3
209,184,177,3
209,186,178,3
210,187,179,3
209,189,180,3
208,188,179,3
207,187,178,3
206,186,179,3
209,189,182,3
210,190,183,3
210,190,183,3
213,193,186,3
214,194,187,3
215,195,188,3
191,156,137,3
175,140,121,3
199,162,144,3
181,144,126,3
147,110,92,3
159,122,104,3
178,141,123,3
179,142,124,3
181,144,126,3
208,171,153,3
191,154,136,3
197,160,142,3
190,153,135,3
149,112,94,3
140,103,85,3
171,134,116,3
183,146,128,3
162,125,107,3
172,135,117,3
162,125,107,3
167,130,112,3
193,156,138,3
182,143,126,3
143,104,87,3
159,120,103,3
166,127,110,3
149,107,91,3
136,94,78,3
153,111,95,3
208,166,150,3
220,177,161,3
193,151,135,3
183,141,125,3
155,113,97,3
177,135,119,3
179,137,121,3
159,116,100,3
166,123,107,3
198,155,139,3
205,162,146,3
180,137,121,3
192,149,133,3
172,129,113,3
153,110,94,3
143,101,85,3
144,102,86,3
153,111,95,3
149,110,93,3
143,108,89,3
146,113,94,3
149,116,97,3
151,120,100,3
150,119,99,3
149,121,100,3
152,124,103,3
147,119,98,3
142,113,95,3
149,120,102,3
147,115,100,3
144,112,97,3
146,114,101,3
145,113,100,3
144,110,98,3
142,108,96,3
145,113,98,3
136,104,89,3
146,114,99,3
171,139,124,3
186,154,139,3
192,160,145,3
191,159,144,3
185,153,138,3
176,144,131,3
183,151,138,3
185,155,144,3
183,153,142,3
181,153,142,3
187,159,148,3
189,162,153,3
187,160,151,3
176,147,139,3
190,161,153,3
195,166,158,3
195,166,158,3
195,167,156,3
192,164,153,3
190,162,151,3
190,162,151,3
194,166,154,3
186,158,146,3
186,156,145,3
185,155,144,3
177,147,137,3
172,142,132,3
176,146,136,3
182,152,142,3
189,159,148,3
198,170,158,3
200,170,159,3
199,171,160,3
199,171,160,3
196,169,158,3
195,166,158,3
191,164,155,3
191,164,157,3
207,182,175,3
218,190,186,3
214,189,184,3
210,185,180,3
204,179,174,3
203,178,173,3
208,185,179,3
209,184,179,3
201,178,172,3
199,174,169,3
201,178,172,3
208,183,178,3
210,187,181,3
209,184,179,3
203,180,174,3
204,181,175,3
209,186,180,3
213,190,184,3
211,191,184,3
212,192,185,3
212,193,186,3
209,190,183,3
205,186,179,3
203,184,177,3
209,190,183,3
211,192,185,3
211,192,185,3
213,194,187,3
216,197,190,3
217,198,191,3
207,170,152,3
182,145,126,3
180,143,125,3
179,142,123,3
137,100,82,3
124,87,68,3
175,138,120,3
205,168,149,3
198,161,143,3
